#received,RA,Decl
2009-08-27 10:16:09,258.25,-39.6667
2009-08-27 10:24:13,128.55,-45.75
2009-08-27 10:29:59,258.404,-39.7388
2009-08-27 10:32:48,54.6222,-35.4502
2009-08-27 10:36:04,258.404,-39.7388
2009-08-27 10:56:30,104.951,14.2393
2009-08-27 10:59:00,201.365,-43.0191
2009-08-27 11:00:05,248.133,82.5379
2009-08-27 11:13:47,314.08,-47.2355
2009-08-27 11:30:38,94.5224,22.5951
2009-08-27 11:39:45,170.01,-33.5
2009-08-27 11:45:24,253.468,39.7602
2009-08-27 11:57:53,266.405,-28.9362
2009-08-27 11:58:02,170.01,-33.5
2009-08-27 12:23:18,258.404,-39.7388
2009-08-27 12:46:31,119.88,-56.59
2009-08-27 13:13:22,40.1319,61.2293
2009-08-27 13:16:17,266.405,-28.9362
2009-08-27 13:26:57,266.405,-28.9362
2009-08-27 13:37:45,266.405,-28.9362
2009-08-27 13:42:23,350.85,58.815
2009-08-27 13:49:20,266.405,-28.9362
2009-08-27 13:58:40,350.85,58.815
2009-08-27 14:12:14,314.08,-47.2355
2009-08-27 14:12:49,326.82,9.49361
2009-08-27 14:14:27,329.386,31.5047
2009-08-27 14:16:27,330.889,17.4376
2009-08-27 14:18:22,331.966,-53.7358
2009-08-27 14:20:37,337.445,-8.52689
2009-08-27 14:22:33,338.142,11.7316
2009-08-27 14:23:44,351.921,9.72
2009-08-27 14:26:30,253.468,39.7602
2009-08-27 14:27:44,253.468,39.7602
2009-08-27 14:35:12,116.167,3.55245
2009-08-27 14:35:59,116.167,3.55245
2009-08-27 14:39:34,253.468,39.7602
2009-08-27 14:40:00,253.468,39.7602
2009-08-27 14:46:41,NULL,NULL
2009-08-27 14:49:54,333.554,-26.0553
2009-08-27 14:51:39,0,0
2009-08-27 14:53:55,266.405,-28.9362
2009-08-27 14:57:59,266.405,-28.9362
2009-08-27 15:05:44,128.55,-45.75
2009-08-27 15:07:40,128.55,-45.75
2009-08-27 15:21:17,NULL,NULL
2009-08-27 15:21:46,270.173,-23.4765
2009-08-27 15:25:58,148.967,69.6802
2009-08-27 15:36:40,351.921,9.72
2009-08-27 15:36:49,34.4802,1.74891
2009-08-27 15:40:19,128.55,-45.75
2009-08-27 15:47:48,148.967,69.6802
2009-08-27 15:55:22,39.4811,28.7986
2009-08-27 16:12:49,148.967,69.6802
2009-08-27 16:20:12,177.821,-62.2922
2009-08-27 16:21:43,204.9,-8.4
2009-08-27 16:26:18,135,53.8
2009-08-27 16:30:13,322.9,21.204
2009-08-27 16:37:14,119.88,-56.59
2009-08-27 16:42:03,233.96,-4.72
2009-08-27 16:44:47,356.77,51.705
2009-08-27 16:45:20,36.5,-4.5
2009-08-27 16:46:55,90.87,-41.95
2009-08-27 16:48:13,36.5,-4.5
2009-08-27 16:50:23,333.4,-26.767
2009-08-27 16:54:00,170.01,-33.5
2009-08-27 17:32:54,NULL,NULL
2009-08-27 17:43:02,170.01,-33.5
2009-08-27 18:06:41,350.85,58.815
2009-08-27 18:11:44,350.85,58.815
2009-08-27 18:34:32,128.55,-45.75
2009-08-27 18:35:17,128.55,-45.75
2009-08-27 18:36:45,128.55,-45.75
2009-08-27 21:15:30,333.4,-26.767
2009-08-27 21:24:46,148.967,69.6802
2009-08-27 21:24:53,80.8942,-69.7561
2009-08-27 21:27:57,128.55,-45.75
2009-08-27 21:34:04,266.417,-29.0078
2009-08-27 21:42:50,83.6331,22.0145
2009-08-27 22:14:34,128.836,-45.1764
2009-08-27 22:25:14,98.4756,17.7703
2009-08-27 23:01:16,148.967,69.6802
2009-08-27 23:01:32,10.6846,41.2693
2009-08-27 23:02:06,228.211,-9.09995
2009-08-27 23:23:20,97.7062,-28.5786
2009-08-27 23:45:29,97.7062,-28.5786
2009-08-28 00:08:54,160.48,-5.53
2009-08-28 00:13:12,NULL,NULL
2009-08-28 00:34:42,NULL,NULL
2009-08-28 00:35:10,NULL,NULL
2009-08-28 00:35:27,NULL,NULL
2009-08-28 00:36:17,97.7062,-28.5786
2009-08-28 02:18:45,266.4,-28.9333
2009-08-28 04:37:08,279.513,-6.92607
2009-08-28 04:44:52,279.513,-6.92607
2009-08-28 04:50:02,279.513,-6.92607
2009-08-28 04:50:16,279.513,-6.92607
2009-08-28 05:20:41,128.55,-45.75
2009-08-28 06:19:38,189.886,4.71806
2009-08-28 06:20:05,189.886,4.71806
2009-08-28 06:21:13,11.888,-25.2883
2009-08-28 06:22:03,148.967,69.6802
2009-08-28 06:29:05,189.886,4.71806
2009-08-28 06:34:04,189.886,4.71806
2009-08-28 06:53:41,NULL,NULL
2009-08-28 07:10:41,10.6846,41.2693
2009-08-28 07:39:16,284.025,1.3
2009-08-28 07:41:43,284.025,1.3
2009-08-28 08:43:31,128.55,-45.75
2009-08-28 08:52:55,193.98,-5.82
2009-08-28 09:21:53,155.826,-57.764
2009-08-28 09:23:06,155.826,-57.764
2009-08-28 09:23:36,155.826,-57.764
2009-08-28 09:23:43,155.826,-57.764
2009-08-28 09:24:31,155.826,-57.764
2009-08-28 09:50:54,128.55,-45.75
2009-08-28 09:51:09,266.4,-28.9333
2009-08-28 10:00:45,148.967,69.6802
2009-08-28 10:03:46,287.761,9.08767
2009-08-28 10:17:51,NULL,NULL
2009-08-28 10:30:35,128.55,-45.75
2009-08-28 10:46:32,210.085,-63.4358
2009-08-28 10:46:55,128.55,-45.75
2009-08-28 11:41:32,333.553,-26.5975
2009-08-28 11:47:58,128.836,-45.1764
2009-08-28 11:56:59,287.761,9.08767
2009-08-28 12:05:39,128.55,-45.75
2009-08-28 12:08:14,295.984,21.3064
2009-08-28 12:08:20,128.55,-45.75
2009-08-28 12:46:25,94.5113,22.66
2009-08-28 12:56:04,347.3,-0.47
2009-08-28 12:56:12,258.36,-39.7872
2009-08-28 13:07:46,253.468,39.7602
2009-08-28 13:20:03,253.468,39.7602
2009-08-28 14:27:09,1.7565,73.0523
2009-08-28 14:44:37,11.888,-25.2883
2009-08-28 14:55:07,258.429,-38.17
2009-08-28 14:59:26,NULL,NULL
2009-08-28 15:08:05,233.738,23.5026
2009-08-28 15:11:08,276.504,-13.0911
2009-08-28 15:31:17,10.6846,41.2693
2009-08-28 15:43:35,258.429,-38.17
2009-08-28 16:27:06,148.967,69.6802
2009-08-28 16:34:45,276.504,-13.0911
2009-08-28 16:50:08,56.7046,68.0965
2009-08-28 17:01:13,11.888,-25.2883
2009-08-28 17:05:33,74.2591,-23.4273
2009-08-28 17:15:03,266.405,-28.9362
2009-08-28 17:19:21,194.953,27.9806
2009-08-28 17:24:40,31.4208,64.8167
2009-08-28 17:33:14,337.411,-20.8371
2009-08-28 17:33:45,350.85,58.815
2009-08-28 17:36:02,13.1583,-72.8003
2009-08-28 17:41:34,98.4756,17.7703
2009-08-28 17:53:47,148.967,69.6802
2009-08-28 17:58:46,201.365,-43.0191
2009-08-28 18:07:00,195.752,-63.1986
2009-08-28 18:08:19,195.752,-63.1986
2009-08-28 18:13:50,148.967,69.6802
2009-08-28 18:18:49,187.706,12.3911
2009-08-28 18:29:37,284.042,1.3
2009-08-28 19:18:50,225.592,-42.0969
2009-08-28 19:25:08,287.174,6.18272
2009-08-28 19:42:19,253.468,39.7602
2009-08-28 20:13:17,166.114,38.2088
2009-08-28 20:22:23,253.468,39.7602
2009-08-28 20:22:31,253.468,39.7602
2009-08-28 20:22:38,253.468,39.7602
2009-08-28 20:27:36,253.468,39.7602
2009-08-28 23:44:08,148.967,69.6802
2009-08-29 00:09:57,148.967,69.6802
2009-08-29 01:03:40,128.55,-45.75
2009-08-29 02:03:32,0,0
2009-08-29 03:17:52,11.888,-25.2883
2009-08-29 03:43:01,233.738,23.5026
2009-08-29 09:01:34,109.567,-57.7833
2009-08-29 14:44:01,194.953,27.9806
2009-08-29 14:47:11,258.388,-39.7622
2009-08-29 14:53:31,133,-46.3667
2009-08-29 14:58:20,83.6331,22.0145
2009-08-29 15:00:30,350.85,58.815
2009-08-29 15:02:46,10.6846,41.2693
2009-08-29 15:04:25,308.083,41.51
2009-08-29 15:08:45,10.6846,41.2693
2009-08-29 15:08:46,10.6846,41.2693
2009-08-29 15:09:30,10.6846,41.2693
2009-08-29 15:26:23,194.953,27.9806
2009-08-29 15:52:10,83.6331,22.0145
2009-08-29 16:07:34,80.8942,-69.7561
2009-08-29 16:09:16,13.1583,-72.8003
2009-08-29 19:09:28,350.85,58.815
2009-08-29 19:21:41,49.9507,41.5117
2009-08-29 19:48:54,39.1817,61.4986
2009-08-30 02:04:13,97.706,-28.5785
2009-08-30 02:21:04,97.706,-28.5785
2009-08-30 02:27:00,97.706,-28.5785
2009-08-30 04:42:50,170.01,-33
2009-08-30 04:48:26,90.87,-41.95
2009-08-30 11:28:28,253.468,39.7602
2009-08-30 11:30:56,253.468,39.7602
2009-08-30 11:45:38,253.468,39.7602
2009-08-30 11:46:40,253.468,39.7602
2009-08-30 13:57:07,190.709,17.053
2009-08-30 14:38:10,228.211,-9.09995
2009-08-31 01:57:47,83.6331,22.0145
2009-08-31 02:50:44,210.085,-63.4358
2009-08-31 04:01:55,193.98,-5.82
2009-08-31 04:42:56,201.365,-43.0191
2009-08-31 05:07:38,128.55,-45.75
2009-08-31 05:08:05,128.55,-45.75
2009-08-31 05:09:26,128.55,-45.75
2009-08-31 05:21:49,18.33,-10.34
2009-08-31 05:22:43,201.365,-43.0191
2009-08-31 05:46:44,49.9507,41.5117
2009-08-31 05:51:04,201.365,-43.0191
2009-08-31 06:41:48,309.75,17
2009-08-31 06:52:18,304.75,37
2009-08-31 07:11:00,40.1319,61.2293
2009-08-31 08:48:20,193.98,-5.82
2009-08-31 09:11:13,329.717,-30.2256
2009-08-31 09:12:19,329.717,-30.2256
2009-08-31 09:52:18,194.047,-5.78931
2009-08-31 09:52:28,194.047,-5.78931
2009-08-31 09:52:56,194.047,-5.78931
2009-08-31 09:53:06,194.047,-5.78931
2009-08-31 09:53:15,194.047,-5.78931
2009-08-31 09:53:51,194.047,-5.78931
2009-08-31 09:59:13,302.356,-48.8316
2009-08-31 10:00:06,128.55,-45.75
2009-08-31 10:02:47,128.55,-45.75
2009-08-31 10:05:42,128.55,-45.75
2009-08-31 10:11:46,39.6622,16.6165
2009-08-31 10:12:05,39.6622,16.6165
2009-08-31 10:27:31,271.94,-20.29
2009-08-31 10:29:42,271.94,-20.29
2009-08-31 10:35:32,302.356,-48.8316
2009-08-31 10:35:38,302.356,-48.8316
2009-08-31 10:35:43,302.356,-48.8316
2009-08-31 10:53:36,260.052,57.9154
2009-08-31 10:54:54,201.365,-43.0191
2009-08-31 10:55:53,254.458,35.3423
2009-08-31 11:02:52,302.356,-48.8316
2009-08-31 11:02:57,302.356,-48.8316
2009-08-31 11:06:58,148.967,69.6802
2009-08-31 11:12:15,20.333,45.7
2009-08-31 11:14:19,295.8,23.25
2009-08-31 11:18:58,83.6331,22.0145
2009-08-31 11:19:57,83.6331,22.0145
2009-08-31 11:43:00,284.025,1.3
2009-08-31 11:46:14,284.01,1.38105
2009-08-31 12:23:18,350.85,58.815
2009-08-31 12:23:59,350.85,58.815
2009-08-31 12:30:52,270.125,-23.4333
2009-08-31 12:48:39,257.94,-39.4694
2009-08-31 13:31:27,35.665,43.0355
2009-08-31 14:07:55,350.85,58.815
2009-08-31 14:11:47,343.491,16.1482
2009-08-31 14:17:36,193.98,-5.82
2009-08-31 14:33:55,193.98,-5.82
2009-08-31 15:42:00,83.6332,22.0145
2009-08-31 15:42:56,83.6332,22.0145
2009-08-31 15:45:33,305.536,40.5371
2009-08-31 16:27:28,94.5113,22.66
2009-08-31 16:30:07,305.557,40.2567
2009-08-31 16:34:52,305.557,40.2567
2009-08-31 17:49:26,343.491,16.1482
2009-08-31 19:14:30,216.752,23.8
2009-08-31 20:06:53,83.6331,22.0145
2009-08-31 20:11:55,292.626,18.8706
2009-08-31 21:05:17,128.836,-45.1763
2009-08-31 21:42:37,97.706,-28.5785
2009-08-31 22:32:23,0,0
2009-09-01 00:08:59,194.047,-5.78931
2009-09-01 00:53:12,258.425,-39.767
2009-09-01 01:34:42,266.405,-28.9362
2009-09-01 03:32:32,45.2867,-9.83695
2009-09-01 03:32:58,305.398,40.439
2009-09-01 04:43:29,83.6331,22.0145
2009-09-01 04:56:23,84.7274,26.3158
2009-09-01 04:57:27,201.365,-43.0191
2009-09-01 06:17:49,228.211,-9.09995
2009-09-01 07:08:52,54.6222,-35.4502
2009-09-01 07:09:52,54.6222,-35.4502
2009-09-01 07:27:18,54.6222,-35.4502
2009-09-01 08:52:14,40.1319,61.2293
2009-09-01 08:53:37,40.1319,61.2293
2009-09-01 09:56:08,251.767,-45.8514
2009-09-01 09:56:28,251.767,-45.8514
2009-09-01 10:29:15,185.382,28.2329
2009-09-01 10:43:21,185.382,28.2329
2009-09-01 11:17:28,1.65,72.7833
2009-09-01 11:39:21,148.97,69.6794
2009-09-01 13:29:09,94.5113,22.66
2009-09-01 14:00:27,193.98,-5.82
2009-09-01 14:04:31,292.626,18.8706
2009-09-01 14:05:57,292.626,18.8706
2009-09-01 14:08:19,1.65,72.7833
2009-09-01 14:22:08,90,-20
2009-09-01 14:32:07,280.252,-5.59625
2009-09-01 14:55:07,266.3,-28.805
2009-09-01 15:34:52,83.6331,22.0145
2009-09-01 16:27:05,1.65,72.7833
2009-09-01 16:35:53,1.65,72.7833
2009-09-01 18:03:15,213.371,-62.0999
2009-09-01 18:18:57,50.6738,-37.2082
2009-09-01 19:09:16,266.405,-28.9362
2009-09-01 19:09:27,266.405,-28.9362
2009-09-01 19:12:03,48.2999,-20.4373
2009-09-01 19:15:38,305.273,36.8513
2009-09-01 19:18:14,266.405,-28.9362
2009-09-01 19:46:24,266.405,-28.9362
2009-09-01 19:56:42,266.405,-28.9362
2009-09-02 00:30:25,1.7565,73.0523
2009-09-02 00:39:04,305.273,36.8513
2009-09-02 00:40:19,305.273,36.8513
2009-09-02 00:49:09,305.273,36.8513
2009-09-02 01:03:17,305.273,36.8513
2009-09-02 02:16:46,170.317,-60.6231
2009-09-02 03:53:25,40.1319,61.2293
2009-09-02 03:54:01,40.1319,61.2293
2009-09-02 03:54:08,253.468,39.76
2009-09-02 03:54:44,40.1319,61.2293
2009-09-02 06:40:00,193.98,-5.82
2009-09-02 06:49:24,98.4756,17.7703
2009-09-02 06:50:55,98.4756,17.7703
2009-09-02 07:16:33,166.114,38.2088
2009-09-02 07:32:07,31.408,64.8286
2009-09-02 07:34:46,31.408,64.8286
2009-09-02 07:43:01,276.137,-24.87
2009-09-02 09:01:53,329.717,-30.226
2009-09-02 09:02:13,329.717,-30.226
2009-09-02 09:08:37,278.416,-21.0611
2009-09-02 09:09:47,228.211,-9.09995
2009-09-02 09:13:28,0,0
2009-09-02 09:35:57,62.2975,-71.2948
2009-09-02 09:36:19,83.6331,22.0145
2009-09-02 09:36:29,62.2975,-71.2948
2009-09-02 09:55:38,32.4618,-63.3111
2009-09-02 10:05:53,83.6333,22.0144
2009-09-02 10:27:20,40.1319,61.2293
2009-09-02 10:27:28,40.1319,61.2293
2009-09-02 10:47:48,49.9507,41.5117
2009-09-02 11:05:40,31.408,64.8286
2009-09-02 11:11:09,248.133,82.5379
2009-09-02 11:11:43,194.047,-5.78931
2009-09-02 11:12:13,299.393,50.613
2009-09-02 11:12:48,194.047,-5.78931
2009-09-02 11:13:38,299.393,50.613
2009-09-02 11:14:26,299.393,50.613
2009-09-02 11:14:27,194.047,-5.78931
2009-09-02 11:17:23,187.278,2.05239
2009-09-02 11:18:36,194.047,-5.78931
2009-09-02 11:19:02,128.55,-45.75
2009-09-02 11:20:30,228.211,-9.09995
2009-09-02 11:21:17,128.55,-45.75
2009-09-02 11:26:29,128.55,-45.75
2009-09-02 11:28:48,128.55,-45.75
2009-09-02 11:32:38,128.55,-45.75
2009-09-02 11:38:39,128.55,-45.75
2009-09-02 11:39:58,32.4618,-63.3111
2009-09-02 11:40:19,32.4618,-63.3111
2009-09-02 11:45:11,279.5,-33
2009-09-02 12:11:59,265.108,10.0017
2009-09-02 12:12:39,128.55,-45.75
2009-09-02 12:14:26,128.55,-45.75
2009-09-02 12:14:28,59.7238,54.2204
2009-09-02 12:24:01,265.108,10.0017
2009-09-02 13:21:26,194.047,-5.78931
2009-09-02 14:14:13,216.752,23.8
2009-09-02 14:21:19,253.468,39.7602
2009-09-02 14:42:42,128.55,-45.75
2009-09-02 14:43:06,128.55,-45.75
2009-09-02 14:43:18,128.55,-45.75
2009-09-02 14:51:16,216.752,23.8
2009-09-02 15:25:22,84.6767,-69.1008
2009-09-02 15:32:22,83.6331,22.0145
2009-09-02 15:45:31,80.8942,-69.7561
2009-09-02 16:02:46,266.405,-28.9362
2009-09-02 16:20:04,266.405,-28.9362
2009-09-02 16:25:36,97.706,-28.5785
2009-09-02 16:47:55,253.468,39.76
2009-09-02 16:50:20,345.733,44.7167
2009-09-02 17:20:38,85.0456,-69.332
2009-09-02 18:54:25,265,27.33
2009-09-02 20:10:32,265,27.33
2009-09-02 20:22:38,265,27.33
2009-09-02 21:42:13,83.653,22.022
2009-09-02 22:23:03,109.567,-57.7833
2009-09-02 22:29:05,109.567,-57.7833
2009-09-02 22:37:26,278.41,-27.41
2009-09-02 22:47:24,119.88,-56.59
2009-09-02 22:53:34,119.83,-56.79
2009-09-03 00:42:03,166.114,38.2088
2009-09-03 02:33:02,284.025,1.3
2009-09-03 02:47:38,194.047,-5.78931
2009-09-03 03:08:45,166.114,38.2088
2009-09-03 03:41:59,265,27.33
2009-09-03 03:46:53,258.367,-39.8307
2009-09-03 04:22:36,265,27.33
2009-09-03 05:10:48,119.847,-56.638
2009-09-03 06:19:30,308.107,40.9577
2009-09-03 06:23:53,333.4,-26.76
2009-09-03 07:39:02,83.6331,22.0145
2009-09-03 07:46:27,266.4,-28.93
2009-09-03 07:56:40,50.673,-37.2093
2009-09-03 08:04:56,329.717,-30.226
2009-09-03 08:57:35,210.21,-63.43
2009-09-03 09:33:30,210.21,-63.43
2009-09-03 09:44:35,299.903,20.8042
2009-09-03 09:46:19,6.28362,64.1655
2009-09-03 09:47:50,287.957,4.98275
2009-09-03 09:49:08,62.2975,-71.2948
2009-09-03 09:49:54,98.2429,5.80556
2009-09-03 10:44:49,128.55,-45.75
2009-09-03 11:00:24,329.717,-30.226
2009-09-03 11:15:04,128.55,-45.75
2009-09-03 11:18:34,NULL,NULL
2009-09-03 11:39:33,337,60.8
2009-09-03 11:46:08,250.745,39.8103
2009-09-03 13:22:10,266.758,-28.875
2009-09-03 13:35:40,266.758,-28.875
2009-09-03 13:41:14,266.758,-28.875
2009-09-03 14:20:50,284.025,1.3
2009-09-03 14:23:52,305.381,40.4457
2009-09-03 15:33:31,187.278,2.05239
2009-09-03 15:52:12,83.6331,22.0145
2009-09-03 15:52:57,83.6331,22.0145
2009-09-03 16:27:39,83.6331,22.0145
2009-09-03 16:30:18,83.6331,22.0145
2009-09-03 16:38:06,305.398,40.439
2009-09-03 16:38:25,305.398,40.439
2009-09-03 17:24:20,282.354,-0.91667
2009-09-03 17:47:42,284.025,1.3
2009-09-03 18:07:27,345.733,44.7167
2009-09-03 18:16:37,0.143,73.05
2009-09-03 18:24:51,201.365,-43.0191
2009-09-03 18:50:13,279.057,59.425
2009-09-03 18:52:43,94.5113,22.66
2009-09-03 19:32:51,345.283,58.8783
2009-09-03 20:22:00,264.5,26.5
2009-09-03 21:32:11,190.69,17.08
2009-09-03 21:37:00,90.87,-41.95
2009-09-03 21:40:34,90.87,-41.95
2009-09-03 21:41:28,90.87,-41.95
2009-09-03 21:41:49,90.87,-41.95
2009-09-03 21:42:15,90.87,-41.95
2009-09-03 21:53:42,169.3,-36.1
2009-09-03 22:01:12,204.9,-8.4
2009-09-03 22:10:48,232.2,-4.9
2009-09-03 22:18:30,322.9,21.204
2009-09-03 22:25:01,135,53.8
2009-09-03 22:31:20,264.5,26.5
2009-09-03 22:32:58,264.5,26.5
2009-09-03 22:34:51,264.5,26.5
2009-09-03 22:38:27,322.9,21.2
2009-09-03 22:38:50,322.9,21.2
2009-09-03 22:39:05,322.9,21.2
2009-09-03 22:39:45,169.3,-36.1
2009-09-03 22:40:11,169.3,-36.1
2009-09-03 22:40:29,169.3,-36.1
2009-09-04 05:10:04,122.06,-7.85
2009-09-04 05:17:40,305.378,40.4462
2009-09-04 05:20:14,305.378,40.4462
2009-09-04 05:22:22,305.378,40.4462
2009-09-04 05:26:59,154.102,35.8077
2009-09-04 05:29:10,154.102,35.8077
2009-09-04 05:34:27,350.85,58.815
2009-09-04 05:37:00,154.102,35.8077
2009-09-04 06:05:23,128.55,-45.75
2009-09-04 07:00:13,194.047,-5.78931
2009-09-04 08:27:16,187.278,2.05239
2009-09-04 10:33:38,139.524,-12.0956
2009-09-04 10:47:49,128.55,-45.75
2009-09-04 10:48:29,287,6
2009-09-04 11:39:09,265,27.33
2009-09-04 11:49:03,286.095,6.28718
2009-09-04 12:54:33,128.55,-45.75
2009-09-04 12:55:58,278.618,-8.69185
2009-09-04 13:01:06,278.618,-8.69185
2009-09-04 13:19:31,278.618,-8.69185
2009-09-04 13:45:57,202.017,-7.92444
2009-09-04 14:01:09,194.047,-5.78931
2009-09-04 14:13:42,194.047,-5.78931
2009-09-04 14:15:32,266.405,-28.9362
2009-09-04 15:03:01,187.706,12.3911
2009-09-04 15:24:05,216.752,23.8
2009-09-04 15:46:01,266.405,-28.9362
2009-09-04 15:59:42,264.5,26.5
2009-09-04 16:22:26,128.836,-45.1764
2009-09-04 16:40:10,128.836,-45.1764
2009-09-04 16:46:56,98.4756,17.7703
2009-09-04 16:48:14,98.4756,17.7703
2009-09-04 17:12:27,259.5,-37.4372
2009-09-04 17:14:15,0.143,73.05
2009-09-04 20:59:19,266.405,-28.9362
2009-09-04 21:15:32,0,90
2009-09-04 21:18:29,192.859,27.1283
2009-09-04 22:17:26,12.8595,-27.1283
2009-09-05 05:28:19,45.2867,-9.83695
2009-09-05 05:37:01,45.2867,-9.83695
2009-09-05 05:47:06,83.57,22.01
2009-09-05 07:20:53,128.55,-45.75
2009-09-05 07:37:49,333.553,-26.5975
2009-09-05 07:39:37,333.553,-26.5975
2009-09-05 11:45:36,215.034,-60.8046
2009-09-05 15:30:16,266.405,-28.9362
2009-09-05 16:45:14,12.8595,-27.1283
2009-09-05 17:00:58,12.8595,-27.1283
2009-09-05 17:09:20,12.8595,-27.1283
2009-09-05 17:21:02,12.8595,-27.1283
2009-09-05 20:10:16,31.4083,64.8283
2009-09-05 20:11:24,31.4083,64.8283
2009-09-05 20:23:35,31.4083,64.8283
2009-09-05 20:29:50,31.4083,64.8283
2009-09-05 20:30:52,31.4083,64.8283
2009-09-05 20:36:52,292.629,18.8794
2009-09-05 22:58:56,97.706,-28.5785
2009-09-06 00:40:54,12.8595,-27.1283
2009-09-06 10:32:34,83.6331,22.0145
2009-09-06 11:09:26,83.6331,22.0145
2009-09-06 11:11:14,83.6331,22.0145
2009-09-06 11:13:36,83.6331,22.0145
2009-09-06 14:43:32,258.25,-39.6667
2009-09-06 17:42:24,292.629,18.8794
2009-09-06 17:46:07,31.4083,64.8283
2009-09-06 17:56:49,258.25,-39.6667
2009-09-06 19:32:04,263.745,-18.6271
2009-09-07 03:43:15,305.378,40.4462
2009-09-07 04:28:26,329.717,-30.2256
2009-09-07 04:29:29,329.717,-30.2256
2009-09-07 04:57:13,119.88,-56.59
2009-09-07 04:58:08,305.378,40.4462
2009-09-07 04:59:12,119.88,-56.59
2009-09-07 07:09:34,38.8514,61.5115
2009-09-07 07:15:42,38.8514,61.5115
2009-09-07 07:19:39,38.8514,61.5115
2009-09-07 09:07:28,194.047,-5.78931
2009-09-07 09:08:29,194.047,-5.78931
2009-09-07 09:46:15,194.047,-5.78931
2009-09-07 10:32:54,264.5,26.5
2009-09-07 10:58:58,302.356,-48.8316
2009-09-07 11:04:28,302.356,-48.8316
2009-09-07 11:14:45,265,27.33
2009-09-07 11:29:17,153.4,11.4
2009-09-07 11:30:39,153.4,11.4
2009-09-07 11:40:29,166.114,38.2088
2009-09-07 11:53:21,119.88,-56.59
2009-09-07 12:02:37,119.88,-56.59
2009-09-07 12:03:06,119.88,-56.59
2009-09-07 12:50:21,153.767,49.4335
2009-09-07 12:50:58,38.2025,20.2881
2009-09-07 16:06:09,83.6331,22.0145
2009-09-07 16:06:54,83.6331,22.0145
2009-09-07 16:08:12,83.6331,22.0145
2009-09-07 16:57:52,83.6331,22.0145
2009-09-07 17:00:49,83.6331,22.0145
2009-09-07 17:01:20,83.6331,22.0145
2009-09-07 17:02:52,83.6331,22.0145
2009-09-07 19:14:20,40.1319,61.2293
2009-09-07 19:26:03,40.1319,61.2293
2009-09-07 20:12:49,40.1319,61.2293
2009-09-07 20:21:54,40.1319,61.2293
2009-09-07 20:53:50,83.6331,22.0145
2009-09-07 20:54:09,83.6331,22.0145
2009-09-08 02:13:06,204.9,-8.4
2009-09-08 02:14:43,204.9,-8.4
2009-09-08 02:24:42,119.88,-56.59
2009-09-08 02:29:42,170.01,-33.5
2009-09-08 02:31:12,170.01,-33.5
2009-09-08 02:51:26,233.96,-4.72
2009-09-08 02:58:28,170.01,-33.5
2009-09-08 03:07:21,NULL,NULL
2009-09-08 03:15:48,170.01,-33.5
2009-09-08 04:29:07,98.4756,17.7703
2009-09-08 04:29:55,279,59.4167
2009-09-08 05:05:48,279.056,59.406
2009-09-08 05:44:49,40.1319,61.2293
2009-09-08 05:45:34,40.1319,61.2293
2009-09-08 05:46:47,40.132,61.2293
2009-09-08 06:38:58,266.4,-28.9333
2009-09-08 06:45:22,166.114,38.2088
2009-09-08 06:54:45,266.405,-28.9362
2009-09-08 07:05:16,266.405,-28.9362
2009-09-08 07:14:41,266.405,-28.9362
2009-09-08 07:27:14,54.6222,-35.4502
2009-09-08 07:28:34,54.6222,-35.4502
2009-09-08 07:31:09,302.356,-48.8316
2009-09-08 07:33:32,153.767,49.4335
2009-09-08 07:34:16,153.767,49.4335
2009-09-08 07:36:08,266.405,-28.9362
2009-09-08 07:36:17,266.405,-28.9362
2009-09-08 07:36:28,266.405,-28.9362
2009-09-08 07:51:03,54.6222,-35.4502
2009-09-08 07:57:24,266.4,-28.9333
2009-09-08 08:02:39,266.4,-28.9333
2009-09-08 08:03:00,98.2429,5.80556
2009-09-08 08:34:51,266.405,-28.9362
2009-09-08 09:01:19,266.405,-28.9362
2009-09-08 09:19:50,166.114,38.2088
2009-09-08 09:20:17,333.4,-26.767
2009-09-08 09:21:09,0,0
2009-09-08 09:22:03,333.4,-26.767
2009-09-08 09:22:36,333.4,-26.767
2009-09-08 09:26:12,333.4,-26.767
2009-09-08 09:28:30,333.4,-26.767
2009-09-08 09:37:01,340.27,0.24
2009-09-08 09:47:09,340.27,0.24
2009-09-08 09:47:44,0,0
2009-09-08 09:48:03,333.4,-26.767
2009-09-08 09:48:44,340.27,0.24
2009-09-08 09:49:48,265,27.33
2009-09-08 09:58:43,186.45,33.32
2009-09-08 09:59:37,331.82,-0.39
2009-09-08 10:01:34,186.453,33.5469
2009-09-08 10:12:38,329.717,-30.2256
2009-09-08 10:22:25,148.888,69.0653
2009-09-08 10:23:28,243.718,-51.4742
2009-09-08 10:24:14,148.888,69.0653
2009-09-08 10:24:56,251.732,-44.8851
2009-09-08 10:30:51,251.732,-44.8851
2009-09-08 10:35:43,264.612,27.1823
2009-09-08 11:01:06,155.949,0.64477
2009-09-08 11:25:16,265,27.33
2009-09-08 11:34:32,6.02175,-72.0827
2009-09-08 11:45:20,0,0
2009-09-08 11:49:06,83.6331,22.0145
2009-09-08 15:03:34,266.405,-28.9362
2009-09-08 15:20:39,10.0575,40.8346
2009-09-08 16:01:33,10.0575,40.8346
2009-09-08 16:22:01,64.2184,1.09008
